DeelGemeenteNaam,GemeenteAdres,GemeenteEmail,GemeenteFax,GemeenteKalender,GemeenteNaam,GemeentePostcode,GemeenteTel,GemeenteWebsite,ICAdres,ICEmail,ICFax,ICGemeenteNaam,ICKalender,ICPostcode,ICTel,ICWebsite,ICnaam
BUISSENAL,"place de l'Hôtel de Ville, 1",frasnes-lez-anvaing@unicall.be,069 86 64 36,,FRASNES-LEZ-ANVAING,7910,069 87 16 20,http://www.frasnes-lez-anvaing.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
DERGNEAU,"place de l'Hôtel de Ville, 1",frasnes-lez-anvaing@unicall.be,069 86 64 36,,FRASNES-LEZ-ANVAING,7910,069 87 16 20,http://www.frasnes-lez-anvaing.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
BRUGELETTE,"Grand'Place, 1",,068 45 73 04,,BRUGELETTE,7940,068 45 73 00,http://www.brugelette.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
ATTRE,"Grand'Place, 1",,068 45 73 04,,BRUGELETTE,7940,068 45 73 00,http://www.brugelette.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
MEVERGNIES-LEZ-LENS,"Grand'Place, 1",,068 45 73 04,,BRUGELETTE,7940,068 45 73 00,http://www.brugelette.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
GAGES,"Grand'Place, 1",,068 45 73 04,,BRUGELETTE,7940,068 45 73 00,http://www.brugelette.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
CHIEVRES,"Grand Vivier, 2",,068 65 68 31,,CHIEVRES,7950,068 65 68 30,http://www.chievres.be/,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
TONGRE-NOTRE-DAME,"Grand Vivier, 2",,068 65 68 31,,CHIEVRES,7950,068 65 68 30,http://www.chievres.be/,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
BELOEIL,"rue Joseph Wauters, 1",,069 56 15 61,,AUBECHIES,7972,069 57 79 81,http://www.beloeil.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
BASECLES,"rue Joseph Wauters, 1",,069 56 15 61,,AUBECHIES,7972,069 57 79 81,http://www.beloeil.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
AUBECHIES,"rue Joseph Wauters, 1",,069 56 15 61,,AUBECHIES,7972,069 57 79 81,http://www.beloeil.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
GRANDGLISE,"rue Joseph Wauters, 1",,069 56 15 61,,AUBECHIES,7972,069 57 79 81,http://www.beloeil.be,Chemin de l'Eau Vive 1,info@ipalle.be,069 84 51 16,FROYENNES,http://www.ipalle.be/Accueil.aspx,B-7503,069 84 59 88,http://www.ipalle.be,Ipalle Wallonie Picarde
BRUGGE,"Burg, 12",secretarie@brugge.be,050 44 80 80,,BRUGGE,8000,050 44 81 11,http://www.brugge.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
OOSTKAMP,"Kapellestraat, 19",communicatie@oostkamp.be,050 82 66 76,,OOSTKAMP,8020,050 83 31 00,http://www.oostkamp.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
SINT-ANDRIES,"Burg, 12",secretarie@brugge.be,050 44 80 80,,BRUGGE,8000,050 44 81 11,http://www.brugge.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
ZEDELGEM,"Pater Amaat Vynckeplein, 1",gemeente@zedelgem.be,050 20 82 28,,ZEDELGEM,8210,050 28 83 30,http://www.zedelgem.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
AARTRIJKE,"Pater Amaat Vynckeplein, 1",gemeente@zedelgem.be,050 20 82 28,,ZEDELGEM,8210,050 28 83 30,http://www.zedelgem.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
KNOKKE-HEIST,"A. Verweeplein, 1",knokke-heist@knokke-heist.be,050 63 01 59,,KNOKKE-HEIST,8300,050 63 01 00,http://www.knokke-heist.be,t Walletjes 104 bus1,afvalbeheer@agsoknokke-heist.be,050 47 24 41,KNOKKE-HEIST,http://www.knokke-heist.be/natuur-en-milieu/afval/afval-algemeen/afvalkalender,B-8300,050 44 25 00,http://agsoknokke-heist.be,KNOKKE-HEIST
HEIST-AAN-ZEE,"A. Verweeplein, 1",knokke-heist@knokke-heist.be,050 63 01 59,,KNOKKE-HEIST,8300,050 63 01 00,http://www.knokke-heist.be,t Walletjes 104 bus1,afvalbeheer@agsoknokke-heist.be,050 47 24 41,KNOKKE-HEIST,http://www.knokke-heist.be/natuur-en-milieu/afval/afval-algemeen/afvalkalender,B-8300,050 44 25 00,http://agsoknokke-heist.be,KNOKKE-HEIST
ASSEBROEK,"Burg, 12",secretarie@brugge.be,050 44 80 80,,BRUGGE,8000,050 44 81 11,http://www.brugge.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
DAMME,"Vissersstraat, 2A",,050 50 11 51,,DAMME,8340,050 50 08 94,http://,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
BLANKENBERGE,"J.F. Kennedyplein, ",stadhuis@blankenberge.be,050 42 90 29,,BLANKENBERGE,8370,050 42 99 42,http://www.blankenberge.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
ZUIENKERKE,"Kerkstraat, 17",,050 42 85 45,,ZUIENKERKE,8377,050 42 70 48,http://,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
ZEEBRUGGE,"Burg, 12",secretarie@brugge.be,050 44 80 80,,BRUGGE,8000,050 44 81 11,http://www.brugge.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
OOSTENDE,"Vindictivelaan, 1",stadsbestuur@oostende.be,059 80 65 47,,OOSTENDE,8400,059 80 55 00,http://www.oostende.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
DE HAAN,"Leopoldlaan, 24",de.haan@pophost.cevi.be,059 24 21 23,,DE HAAN,8420,059 24 21 24,http://www.dehaan.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
VLISSEGEM,"Leopoldlaan, 24",de.haan@pophost.cevi.be,059 24 21 23,,DE HAAN,8420,059 24 21 24,http://www.dehaan.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
MIDDELKERKE,"Spermaliestraat, 1",info@middelkerke.be,059 31 43 64,,MIDDELKERKE,8430,059 31 30 16,http://www.middelkerke.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
WILSKERKE,"Spermaliestraat, 1",info@middelkerke.be,059 31 43 64,,MIDDELKERKE,8430,059 31 30 16,http://www.middelkerke.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
LEFFINGE,"Spermaliestraat, 1",info@middelkerke.be,059 31 43 64,,MIDDELKERKE,8430,059 31 30 16,http://www.middelkerke.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
SCHORE,"Spermaliestraat, 1",info@middelkerke.be,059 31 43 64,,MIDDELKERKE,8430,059 31 30 16,http://www.middelkerke.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
WESTENDE,"Spermaliestraat, 1",info@middelkerke.be,059 31 43 64,,MIDDELKERKE,8430,059 31 30 16,http://www.middelkerke.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
BREDENE,"Centrumplein, 1",gemeentebestuur@bredene.be,059 33 00 36,,BREDENE,8450,059 33 91 91,http://www.bredene.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
OUDENBURG,"Weststraat, 24",stad.oudenburg@pandora.be,059 26 54 06,,OUDENBURG,8460,059 26 60 27,http://www.oudenburg.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
GISTEL,"Heyvaertlaan, ",gemeentebestuur.gistel@pophost.cevi.be,059 27 02 46,,GISTEL,8470,059 27 02 00,http://www.gistel.be,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
ICHTEGEM,"Markt, 1",gemeentebestuur.ichtegem@pophost.cevi.be,059 29 80 65,,ICHTEGEM,8480,059 29 97 70,http://www.ichtegem.be/,Klokhofstraat 2,ivoo@ivoo.be,059 80 12 03,OOSTENDE,http://www.ivoo.be,B-8400,059 55 27 30,http://www.ivoo.be,IVOO
JABBEKE,"Dorpsstraat, 3",gemeentehuis@jabbeke.be,050 81 01 17,,JABBEKE,8490,050 81 01 11,http://www.jabbeke.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
KORTRIJK,"Grote Markt, 1",voorlichting@gent.be,056 23 90 03,,KORTRIJK,8500,056 23 90 11,http://www.gent.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
BISSEGEM,"Grote Markt, 1",voorlichting@gent.be,056 23 90 03,,KORTRIJK,8500,056 23 90 11,http://www.gent.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
MARKE (KORTRIJK),"Rekkemsestraat, 54",rap.en.rein@kortrijk.be,056/23.98.10,,MARKE (KORTRIJK),8510,0800/90.809,http://www.kortrijk.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
AALBEKE,"Grote Markt, 1",voorlichting@gent.be,056 23 90 03,,KORTRIJK,8500,056 23 90 11,http://www.gent.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
KUURNE,"Marktplein, 9",info@kuurne.be,056 70 60 15,,KUURNE,8520,056 73 11 11,http://www.kuurne.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
HARELBEKE,"Marktstraat, 29",info@harelbeke.be,056 73 33 19,,HARELBEKE,8530,056 73 33 11,http://www.harelbeke.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
BAVIKHOVE,"Marktstraat, 29",info@harelbeke.be,056 73 33 19,,HARELBEKE,8530,056 73 33 11,http://www.harelbeke.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
DEERLIJK,"Harelbekestraat, 27",info@deerlijk.be,056 72 83 99,,DEERLIJK,8540,056 71 44 02,http://www.deerlijk.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
ZWEVEGEM,"Otegemstraat, 100",gemeentebestuur@zwevegem.be,056 76 55 68,,ZWEVEGEM,8550,056 76 55 67,http://www.zwevegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
HEESTERT,"Otegemstraat, 100",gemeentebestuur@zwevegem.be,056 76 55 68,,ZWEVEGEM,8550,056 76 55 67,http://www.zwevegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
MOEN,"Otegemstraat, 100",gemeentebestuur@zwevegem.be,056 76 55 68,,ZWEVEGEM,8550,056 76 55 67,http://www.zwevegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
OTEGEM,"Otegemstraat, 100",gemeentebestuur@zwevegem.be,056 76 55 68,,ZWEVEGEM,8550,056 76 55 67,http://www.zwevegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
SINT-DENIJS,"Otegemstraat, 100",gemeentebestuur@zwevegem.be,056 76 55 68,,ZWEVEGEM,8550,056 76 55 67,http://www.zwevegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
WEVELGEM,"Vanackerestraat, 16",gemeentebestuur@wevelgem.be,056 43 34 01,,WEVELGEM,8560,056 43 34 00,http://www.wevelgem.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
ANZEGEM,"Dorpsplein, ",info@anzegem.be,056 68 09 09,,ANZEGEM,8570,056 69 44 40,http://www.anzegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
KERKHOVE,"Dorpsplein, ",info@anzegem.be,056 68 09 09,,ANZEGEM,8570,056 69 44 40,http://www.anzegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
KASTER,"Dorpsplein, ",info@anzegem.be,056 68 09 09,,ANZEGEM,8570,056 69 44 40,http://www.anzegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
TIEGEM,"Dorpsplein, ",info@anzegem.be,056 68 09 09,,ANZEGEM,8570,056 69 44 40,http://www.anzegem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
AVELGEM,"Kortrijkstraat, 8",info@avelgem.be,056 65 30 39,,AVELGEM,8580,056 65 30 30,http://www.avelgem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
OUTRIJVE,"Kortrijkstraat, 8",info@avelgem.be,056 65 30 39,,AVELGEM,8580,056 65 30 30,http://www.avelgem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
BOSSUIT,"Kortrijkstraat, 8",info@avelgem.be,056 65 30 39,,AVELGEM,8580,056 65 30 30,http://www.avelgem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
SPIERE-HELKIJN,"Oudenaardseweg, 71",info@spiere-helkijn.be,056 45 69 30,,SPIERE-HELKIJN,8587,056 45 55 57,http://www.spiere-helkijn.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
DIKSMUIDE,"Grote Markt, 6",secretariaat@diksmuide.be,051 51 00 20,http://www.diksmuide.be/Afvalkalender/default.aspx?id=3589&pg=3774,DIKSMUIDE,8600,051 51 91 51,http://www.diksmuide.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
KORTEMARK,"Stationsstraat, 68",kortemark@dito.vlaanderen.be,051 57 51 20,,KORTEMARK,8610,051 56 81 21,http://www.kortemark.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
NIEUWPOORT,"Marktplein, 7",secretaris.nieuwpoort@pophost.cevi.be,058 22 44 45,http://www.nieuwpoort.be/nieuwpoort/view/nl/nieuwpoort/inwoner/wonen/milieu/afval,NIEUWPOORT,8620,058 22 44 44,http://www.nieuwpoort.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
VEURNE,"Grote Markt, 27",stadsbestuur@veurne.be,058 33 05 93,http://www.veurne.be/product/1568/default.aspx?_vs=0_N&id=3344,VEURNE,8630,058 33 05 11,http://www.veurne.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
VLETEREN,"Kasteelstraat, 39",secretaris.vleteren@pophost.cevi.be,057 40 13 66,http://www.vleteren.be/images/filelib/akvleteren.pdf,VLETEREN,8640,057 40 00 99,http://www.westhoek.be/n/vleteren,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
LO-RENINGE,"Oude Eiermarkt, 9",stadsbestuur@lo-reninge.be,058 28 90 71,http://www.lo-reninge.be/images/filelib/afvalkalender_loreninge_2009.pdf,LO-RENINGE,8647,058 28 80 20,http://www.westhoek.be/n/lo-reninge,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
HOUTHULST,"Terrestraat, 2",INFO@houthulst.be,051 46 07 36,,HOUTHULST,8650,051 46 07 31,http://www.houthulst.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
DE PANNE,"Zeelaan, 21",gemeente@depanne.be,058 42 16 17,http://www.depanne.be/frame.aspx?page=/Bewoners/Gemeentebestuur.aspx,DE PANNE,8660,058 42 16 16,http://www.depanne.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
KOKSIJDE,"Zeelaan, 44",gemeentebestuur@koksijde.be,058 53 30 37,http://inwoner.koksijde.be/afvalkalender.aspx,KOKSIJDE,8670,058 53 30 30,http://www.koksijde.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
KOEKELARE,"Sint-Maartensplein, 19",,051 58 84 96,,KOEKELARE,8680,051 58 92 01,http://www.westhoek.be/n/koekelare,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
ALVERINGEM,"Sint-Rijkersstraat, 19",secretaris@alveringem.be,058 28 88 83,http://www.alveringem.be/inwoners/index.php?option=com_content&task=view&id=169&Itemid=355,ALVERINGEM,8690,058 28 88 82,http://www.alveringem.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
BEVEREN-AAN-DEN-IJZER,"Sint-Rijkersstraat, 19",secretaris@alveringem.be,058 28 88 83,http://www.alveringem.be/inwoners/index.php?option=com_content&task=view&id=169&Itemid=355,ALVERINGEM,8690,058 28 88 82,http://www.alveringem.be,Bargiestraat 6,info@ivvo.be,057 23 08 90,IEPER,,B-8900,057 23 08 80,http://www.ivvo.be,IVVO
TIELT,"Tramstraat, 2",info@tielt.be,051 40 51 89,,TIELT,8700,051 42 60 60,http://www.tielt.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
WIELSBEKE,"Rijksweg, 314",magali.penninck@wielsbeke.be ,056 67 32 49,,WIELSBEKE,8710,056 67 32 16 /GSM: 0479 987 786,http://www.wielsbeke.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
DENTERGEM,"Kerkstraat, 1",,051 63 59 00,,DENTERGEM,8720,051 63 61 03,http://,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
BEERNEM,"Bloemendalestraat, 112",,050 79 04 63,,BEERNEM,8730,050 78 84 49,http://www.beernem.be,Pathoekeweg 41,info@ivbo.be,050 45 63 99,BRUGGE,http://www.ivbo.be,B-8000,050 45 63 11,http://www.ivbo.be,IVBO
PITTEM,"Markt, 1",gemeente@pittem.be,051 46 03 70,,PITTEM,8740,051 46 03 50,http://www.pittem.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
WINGENE,"Oude Bruggestraat, 13",info@wingene.be,051 65 70 78,,WINGENE,8750,051 65 70 71,http://www.wingene.be,Oostnieuwkerksesteenweg 121,info@mirom.be,051 26 03 52,ROESELARE,http://mirom.be/ophaalkalender/ophaalkalender.html,B-8800,051 26 03 50,http://www.mirom.be,MIROM
RUISELEDE,"Markt, 1",,051 68 79 33,,RUISELEDE,8755,051 68 80 63 / 051 68 79 85,http://,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
MEULEBEKE,"Markt, 1",,051 48 54 40,,MEULEBEKE,8760,051 48 80 80,http://,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
INGELMUNSTER,"Oostrozebekestraat, 4",info@ingelmunster.be,051 31 82 83,,INGELMUNSTER,8770,051 31 13 01,http://www.ingelmunster.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
OOSTROZEBEKE,"Ernest Brengierstraat, 6/1",guy.depourcq@publilink.be,056 67 11 27,,OOSTROZEBEKE,8780,056 67 11 20,http://www.oostrozebeke.be,Lodewijk de Raetlaan 9,info@ivio.be,051 31 67 39,IZEGEM,http://www.ivio.be/ophaalkalenders,B-8870,051 31 17 96,http://www.ivio.be,IVIO
WAREGEM,"Gemeenteplein, 2",milieuzorg@waregem.be,056 62 12 84,,WAREGEM,8790,056 62 12 80,http://www.waregem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
BEVEREN (LEIE),"Gemeenteplein, 2",milieuzorg@waregem.be,056 62 12 84,,WAREGEM,8790,056 62 12 80,http://www.waregem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
DESSELGEM,"Gemeenteplein, 2",milieuzorg@waregem.be,056 62 12 84,,WAREGEM,8790,056 62 12 80,http://www.waregem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
SINT-ELOOIS-VIJVE,"Gemeenteplein, 2",milieuzorg@waregem.be,056 62 12 84,,WAREGEM,8790,056 62 12 80,http://www.waregem.be,Kortrijksesteenweg 264,info@imog.be,056 71 09 85,HARELBEKE,http://www.imog.be/afval-inzamelen/ophaalkalender/,B-8530,0800 99 827,http://www.imog.be,IMOG
